Dataset,Run_ID,Family,Variant_ID,Variant_Label,Model,Users,Items,Interactions,Density,Avg_User_Degree,Avg_Item_Degree,Precision@10_mean,Precision@10_sd,Precision@10_mean±sd,Recall@10_mean,Recall@10_sd,Recall@10_mean±sd,NDCG@10_mean,NDCG@10_sd,NDCG@10_mean±sd,MRR@10_mean,MRR@10_sd,MRR@10_mean±sd,Coverage@10_mean,Coverage@10_sd,Coverage@10_mean±sd,RecGini_mean,RecGini_sd,RecGini_mean±sd,LTShare@10_mean,LTShare@10_sd,LTShare@10_mean±sd,ILS_mean,ILS_sd,ILS_mean±sd,Diversity_mean,Diversity_sd,Diversity_mean±sd
Last.fm,lastfm_loo_all_20260429_114047,Fixed-users item filtering,dense,Fixed-users TD40,BPR,12803,382342,13087560,0.00267359,1022.2260407716941,34.22998258104001,0.04019485255809107,0.0006597187613023252,0.0402 ± 0.0007,0.4019485255809107,0.00659718761302331,0.4019 ± 0.0066,0.23353472710706605,0.0020150448690505903,0.2335 ± 0.0020,0.1821203219921569,0.0007001937451707473,0.1821 ± 0.0007,0.17596200957955618,0.00019328463641522976,0.1760 ± 0.0002,0.889392233114112,0.00012050210714991198,0.8894 ± 0.0001,0.07083463582369491,0.00107517246151421,0.0708 ± 0.0011,0.057214848755811454,0.00011210160509181071,0.0572 ± 0.0001,0.9427851512441885,0.00011210160509173029,0.9428 ± 0.0001
Last.fm,lastfm_loo_all_20260429_114047,Fixed-users item filtering,dense,Fixed-users TD40,ItemKNN,12803,382342,13087560,0.00267359,1022.2260407716941,34.22998258104001,0.07463530269876002,0.00019275097148780987,0.0746 ± 0.0002,0.7463530269876003,0.0019275097148782388,0.7464 ± 0.0019,0.6084969522816391,0.0006273493961280537,0.6085 ± 0.0006,0.5644909185410123,0.0005267534339148731,0.5645 ± 0.0005,0.19193113320883745,0.0001623341613470961,0.1919 ± 0.0002,0.8797958372729812,0.0002216430820282095,0.8798 ± 0.0002,0.33986402000625193,0.0018488409096754743,0.3399 ± 0.0018,0.024076687382415637,0.0001125462472266332,0.0241 ± 0.0001,0.9759233126175842,0.0001125462472266325,0.9759 ± 0.0001
Last.fm,lastfm_loo_all_20260429_114047,Fixed-users item filtering,dense,Fixed-users TD40,LightGCN,12803,382342,13087560,0.00267359,1022.2260407716941,34.22998258104001,0.04214858810044805,0.0002387504269540415,0.0421 ± 0.0002,0.4214858810044806,0.002387504269540395,0.4215 ± 0.0024,0.24998680131319853,0.0016592651619067378,0.2500 ± 0.0017,0.19746387553319403,0.002075680668303056,0.1975 ± 0.0021,0.1796079600636777,0.0006532071815353917,0.1796 ± 0.0007,0.8857953631833929,0.000573556794881076,0.8858 ± 0.0006,0.08452380952380951,0.0012886442328259148,0.0845 ± 0.0013,0.054126095337604506,0.00018179099309270215,0.0541 ± 0.0002,0.9458739046623954,0.0001817909930926371,0.9459 ± 0.0002
Last.fm,lastfm_loo_all_20260429_114047,Fixed-users item filtering,dense,Fixed-users TD40,NeuMF,12803,382342,13087560,0.00267359,1022.2260407716941,34.22998258104001,0.04426122746691675,0.0002958689353860756,0.0443 ± 0.0003,0.4426122746691674,0.0029586893538607424,0.4426 ± 0.0030,0.25731134419517976,0.0006075947590327209,0.2573 ± 0.0006,0.20061225316773926,0.0012343719344300886,0.2006 ± 0.0012,0.2025516422469935,0.00042634395958130236,0.2026 ± 0.0004,0.8589605227298481,0.00046758978725749506,0.8590 ± 0.0005,0.08628477649265397,0.0004922172943419736,0.0863 ± 0.0005,0.052315124260558954,0.0001687358284700703,0.0523 ± 0.0002,0.947684875739441,0.00016873582847004928,0.9477 ± 0.0002
Last.fm,lastfm_loo_all_20260429_114047,Fixed-users item filtering,dense,Fixed-users TD40,MultiVAE,12803,382342,13087560,0.00267359,1022.2260407716941,34.22998258104001,0.023038449515473586,0.0004323718722608023,0.0230 ± 0.0004,0.23038449515473589,0.004323718722608015,0.2304 ± 0.0043,0.13239830709916475,0.002721338649817074,0.1324 ± 0.0027,0.1025454072949384,0.002208217713980699,0.1025 ± 0.0022,0.06357920395875943,0.004085387859144959,0.0636 ± 0.0041,0.9684804732583162,0.0024888790590492376,0.9685 ± 0.0025,0.00624413879337293,0.0008315847611311498,0.0062 ± 0.0008,0.08363204986335686,0.0009034874936705713,0.0836 ± 0.0009,0.9163679501366432,0.0009034874936706161,0.9164 ± 0.0009
Last.fm,lastfm_loo_all_20260429_114047,Fixed-users item filtering,sparse,Fixed-users HD10,BPR,12803,573512,7330344,0.00099832,572.5489338436304,12.781500648635076,0.0327675180091683,0.0004160084051668285,0.0328 ± 0.0004,0.327675180091683,0.004160084051668271,0.3277 ± 0.0042,0.18675031542403808,0.0020086645913058514,0.1868 ± 0.0020,0.14376668641698112,0.001645826756396555,0.1438 ± 0.0016,0.1640727075748488,0.0005135030155998643,0.1641 ± 0.0005,0.870004313532836,0.0006103182026470562,0.8700 ± 0.0006,0.06702292075965947,0.002406234138073331,0.0670 ± 0.0024,0.02215239394593081,0.00014494503838055462,0.0222 ± 0.0001,0.9778476060540692,0.00014494503838057368,0.9778 ± 0.0001
Last.fm,lastfm_loo_all_20260429_114047,Fixed-users item filtering,sparse,Fixed-users HD10,ItemKNN,12803,573512,7330344,0.00099832,572.5489338436304,12.781500648635076,0.0688618205631958,4.6046878405371504e-05,0.0689 ± 0.0000,0.6886182056319581,0.000460468784053657,0.6886 ± 0.0005,0.6034352487170552,0.0005911949545608916,0.6034 ± 0.0006,0.5756353988004282,0.0007870536459794729,0.5756 ± 0.0008,0.11219643180962212,0.00014927251548929753,0.1122 ± 0.0001,0.9389771442590248,0.0001530725397399512,0.9390 ± 0.0002,0.3904099541584807,0.0010966074869751894,0.3904 ± 0.0011,0.0068182820737609185,3.215313599306121e-05,0.0068 ± 0.0000,0.9931817179262389,3.215313599307447e-05,0.9932 ± 0.0000
Last.fm,lastfm_loo_all_20260429_114047,Fixed-users item filtering,sparse,Fixed-users HD10,LightGCN,12803,573512,7330344,0.00099832,572.5489338436304,12.781500648635076,0.0357773411918795,0.0002916498370078189,0.0358 ± 0.0003,0.357773411918795,0.0029164983700781756,0.3578 ± 0.0029,0.20920693439703442,0.001216029069439682,0.2092 ± 0.0012,0.16380315173438945,0.0008880047802195668,0.1638 ± 0.0009,0.1664620792590216,0.0002465636523638919,0.1665 ± 0.0002,0.8669507756318401,0.0003026413359484238,0.8670 ± 0.0003,0.10491159135559923,0.000818044082022664,0.1049 ± 0.0008,0.01819312868684184,3.606608742705483e-05,0.0182 ± 0.0000,0.9818068713131581,3.6066087427139547e-05,0.9818 ± 0.0000
Last.fm,lastfm_loo_all_20260429_114047,Fixed-users item filtering,sparse,Fixed-users HD10,NeuMF,12803,573512,7330344,0.00099832,572.5489338436304,12.781500648635076,0.03597642436149312,0.000340375761535684,0.0360 ± 0.0003,0.35976424361493126,0.003403757615356827,0.3598 ± 0.0034,0.20604787610463163,0.0016746799618294786,0.2060 ± 0.0017,0.15915213979064666,0.0012145398368634836,0.1592 ± 0.0012,0.17271071340558988,0.0001892260719408797,0.1727 ± 0.0002,0.8586886905483798,0.000248475226575542,0.8587 ± 0.0002,0.08746561886051081,0.0007634932503502999,0.0875 ± 0.0008,0.021856436592627954,0.0001680799476618379,0.0219 ± 0.0002,0.9781435634073721,0.00016807994766184235,0.9781 ± 0.0002
Last.fm,lastfm_loo_all_20260429_114047,Fixed-users item filtering,sparse,Fixed-users HD10,MultiVAE,12803,573512,7330344,0.00099832,572.5489338436304,12.781500648635076,0.01075049115913556,0.0011844526338394955,0.0108 ± 0.0012,0.1075049115913556,0.011844526338394959,0.1075 ± 0.0118,0.05395682677392905,0.006406674551427196,0.0540 ± 0.0064,0.03786995977172794,0.004742625400977298,0.0379 ± 0.0047,0.07809252465510748,0.0067531431768052845,0.0781 ± 0.0068,0.9510656107187664,0.00474116566123102,0.9511 ± 0.0047,0.017204977079240343,0.0011802566631803945,0.0172 ± 0.0012,0.024500851110102823,0.00029668620382692143,0.0245 ± 0.0003,0.9754991488898973,0.00029668620382702513,0.9755 ± 0.0003
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,raw_aligned_fixitems,Fixed-items raw,BPR,10488,5000,116785,0.00222702,11.135106788710909,23.357,0.02433868169991327,0.001025289715311092,0.0243 ± 0.0010,0.2433868169991327,0.010252897153110912,0.2434 ± 0.0103,0.13750524392321725,0.0070193854536236885,0.1375 ± 0.0070,0.10524449962600439,0.006053126740247441,0.1052 ± 0.0061,0.2918,0.011984990613262896,0.2918 ± 0.0120,0.962206737496334,0.003887145319618749,0.9622 ± 0.0039,0.03695432205839838,0.00642950578750845,0.0370 ± 0.0064,0.06708968790782448,0.00023663641126896184,0.0671 ± 0.0002,0.9329103120921755,0.00023663641126888896,0.9329 ± 0.0002
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,raw_aligned_fixitems,Fixed-items raw,ItemKNN,10488,5000,116785,0.00222702,11.135106788710909,23.357,0.030218271176640648,2.256793147729843e-05,0.0302 ± 0.0000,0.3021827117664065,0.00022567931477300262,0.3022 ± 0.0002,0.19795402972525422,0.00041701209072781477,0.1980 ± 0.0004,0.16573397210864685,0.0006347512403542594,0.1657 ± 0.0006,0.9898666666666666,0.0003055050463303557,0.9899 ± 0.0003,0.6161950607111516,0.0011503886439553,0.6162 ± 0.0012,0.3561000289100897,0.0010045801163155765,0.3561 ± 0.0010,0.03216981875562843,0.0001906941013869773,0.0322 ± 0.0002,0.9678301812443716,0.00019069410138693356,0.9678 ± 0.0002
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,raw_aligned_fixitems,Fixed-items raw,LightGCN,10488,5000,116785,0.00222702,11.135106788710909,23.357,0.025112026597282452,0.0006180799512871812,0.0251 ± 0.0006,0.2511202659728245,0.006180799512871799,0.2511 ± 0.0062,0.14038386812447648,0.004172513750311598,0.1404 ± 0.0042,0.10677323533730733,0.003674923131816902,0.1068 ± 0.0037,0.20666666666666667,0.004631774318048464,0.2067 ± 0.0046,0.9611188537148944,0.002713820918926539,0.9611 ± 0.0027,0.03060132986412258,0.004495269103231398,0.0306 ± 0.0045,0.06827429851961477,0.0008029138095474468,0.0683 ± 0.0008,0.9317257014803854,0.0008029138095475479,0.9317 ± 0.0008
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,raw_aligned_fixitems,Fixed-items raw,NeuMF,10488,5000,116785,0.00222702,11.135106788710909,23.357,0.02774284475281873,0.00011002701176379031,0.0277 ± 0.0001,0.27742844752818735,0.0011002701176379285,0.2774 ± 0.0011,0.15731144093063545,0.0015752048780598529,0.1573 ± 0.0016,0.12069879243014543,0.0017894672102434098,0.1207 ± 0.0018,0.612,0.015516442891333054,0.6120 ± 0.0155,0.8943968068805527,0.006056341713730974,0.8944 ± 0.0061,0.02924616941312518,0.003924040504034636,0.0292 ± 0.0039,0.05506255362283715,0.0005995383596302824,0.0551 ± 0.0006,0.9449374463771628,0.0005995383596302272,0.9449 ± 0.0006
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,raw_aligned_fixitems,Fixed-items raw,MultiVAE,10488,5000,116785,0.00222702,11.135106788710909,23.357,0.0181085573865279,0.0014244775596575245,0.0181 ± 0.0014,0.181085573865279,0.014244775596575263,0.1811 ± 0.0142,0.09716306920982132,0.010436444949740806,0.0972 ± 0.0104,0.07169109970768688,0.009174456735100454,0.0717 ± 0.0092,0.06026666666666667,0.01271429641519079,0.0603 ± 0.0127,0.987737296906567,0.0012634111516023633,0.9877 ± 0.0013,0.004058253830586875,0.0010906316940785773,0.0041 ± 0.0011,0.06805107277274529,0.0015980360560353482,0.0681 ± 0.0016,0.9319489272272549,0.0015980360560353456,0.9319 ± 0.0016
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,user_dense,Fixed-items tail-user drop,BPR,7697,5000,110805,0.00287917,14.395868520202676,22.161,0.02494304241149667,0.0010215507544979081,0.0249 ± 0.0010,0.24943042411496671,0.01021550754497908,0.2494 ± 0.0102,0.1419589520686343,0.007837622879647455,0.1420 ± 0.0078,0.10916387790073383,0.007176551186069695,0.1092 ± 0.0072,0.2556,0.015454449197561192,0.2556 ± 0.0155,0.9666668576935923,0.003764906640007354,0.9667 ± 0.0038,0.020022783035401334,0.0011920823270717802,0.0200 ± 0.0012,0.07219079511381453,0.001383024339253901,0.0722 ± 0.0014,0.9278092048861856,0.0013830243392538696,0.9278 ± 0.0014
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,user_dense,Fixed-items tail-user drop,ItemKNN,7697,5000,110805,0.00287917,14.395868520202676,22.161,0.03253154574132492,0.0001936240781106208,0.0325 ± 0.0002,0.32531545741324924,0.0019362407811062568,0.3253 ± 0.0019,0.20770479338709666,0.0009401793773036462,0.2077 ± 0.0009,0.1714302926743779,0.0007042964240357422,0.1714 ± 0.0007,0.9812,0.001248999599679651,0.9812 ± 0.0012,0.5988125674727914,0.0007161316068210728,0.5988 ± 0.0007,0.3424728356116369,0.00045424721445088025,0.3425 ± 0.0005,0.03584701000464466,0.00020304443194882704,0.0358 ± 0.0002,0.9641529899953554,0.00020304443194881804,0.9642 ± 0.0002
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,user_dense,Fixed-items tail-user drop,LightGCN,7697,5000,110805,0.00287917,14.395868520202676,22.161,0.025661584297230988,0.00038306156667357967,0.0257 ± 0.0004,0.2566158429723098,0.0038306156667358145,0.2566 ± 0.0038,0.14419847666281785,0.002658765005617285,0.1442 ± 0.0027,0.1099584501694123,0.0024312829293297593,0.1100 ± 0.0024,0.21046666666666666,0.024031090972599086,0.2105 ± 0.0240,0.9626570311951698,0.0013759835220386416,0.9627 ± 0.0014,0.019685418857343148,0.0010874143811524357,0.0197 ± 0.0011,0.07234870876768969,0.00015562205596416696,0.0723 ± 0.0002,0.9276512912323103,0.00015562205596417018,0.9277 ± 0.0002
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,user_dense,Fixed-items tail-user drop,NeuMF,7697,5000,110805,0.00287917,14.395868520202676,22.161,0.02872853137048721,0.0009538578721239561,0.0287 ± 0.0010,0.28728531370487204,0.009538578721239548,0.2873 ± 0.0095,0.16291604430939122,0.006696537675007912,0.1629 ± 0.0067,0.1250192988166174,0.005850867076540222,0.1250 ± 0.0059,0.568,0.032748740433793826,0.5680 ± 0.0327,0.8895376288117186,0.008404112216621254,0.8895 ± 0.0084,0.029022082018927448,0.006374583990960126,0.0290 ± 0.0064,0.05607819633905934,0.000709844899294879,0.0561 ± 0.0007,0.9439218036609408,0.0007098448992948627,0.9439 ± 0.0007
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,user_dense,Fixed-items tail-user drop,MultiVAE,7697,5000,110805,0.00287917,14.395868520202676,22.161,0.018765334735366283,0.0022365122496022316,0.0188 ± 0.0022,0.1876533473536628,0.02236512249602234,0.1877 ± 0.0224,0.09881108142317101,0.01548542432753333,0.0988 ± 0.0155,0.0717826264750555,0.01327486660638251,0.0718 ± 0.0133,0.06046666666666667,0.016312367496269003,0.0605 ± 0.0163,0.9866327076760655,0.003475894637029623,0.9866 ± 0.0035,0.0036452856642131097,0.0005111557591798926,0.0036 ± 0.0005,0.07242676504893486,0.0037497005060062568,0.0724 ± 0.0037,0.9275732349510651,0.00374970050600629,0.9276 ± 0.0037
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,user_sparse,Fixed-items head-user drop,BPR,9200,5000,73316,0.00159383,7.969130434782609,14.6632,0.022671723556679308,0.0010047454242583203,0.0227 ± 0.0010,0.2267172355667931,0.010047454242583196,0.2267 ± 0.0100,0.12800169362815772,0.007804945443784398,0.1280 ± 0.0078,0.09792608980662076,0.007069261701923677,0.0979 ± 0.0071,0.36994645247657293,0.02232560908409901,0.3699 ± 0.0223,0.9591513919139928,0.0008698070725552269,0.9592 ± 0.0009,0.04147914032869785,0.005367856591933781,0.0415 ± 0.0054,0.04219061297896951,0.0025656067981194067,0.0422 ± 0.0026,0.9578093870210305,0.0025656067981194566,0.9578 ± 0.0026
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,user_sparse,Fixed-items head-user drop,ItemKNN,9200,5000,73316,0.00159383,7.969130434782609,14.6632,0.023632532659081332,0.00014096695055775473,0.0236 ± 0.0001,0.23632532659081332,0.0014096695055775535,0.2363 ± 0.0014,0.1569523091090283,0.0002669498072075498,0.1570 ± 0.0003,0.13254491668840593,0.0003846120109548487,0.1325 ± 0.0004,0.9927041499330657,0.00041800522077638106,0.9927 ± 0.0004,0.48386093721701634,0.0005676443277380307,0.4839 ± 0.0006,0.6319511167298778,0.0027226414329100082,0.6320 ± 0.0027,0.016006126977533425,0.00012825143238905443,0.0160 ± 0.0001,0.9839938730224667,0.00012825143238903605,0.9840 ± 0.0001
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,user_sparse,Fixed-items head-user drop,LightGCN,9200,5000,73316,0.00159383,7.969130434782609,14.6632,0.02415929203539823,0.00019089341176411562,0.0242 ± 0.0002,0.2415929203539823,0.0019089341176411424,0.2416 ± 0.0019,0.13562369594662274,0.0005142420105147955,0.1356 ± 0.0005,0.10338704606719777,0.0003892883166523322,0.1034 ± 0.0004,0.21941097724230252,0.00865630331752179,0.2194 ± 0.0087,0.9643283661404389,0.000882602123078665,0.9643 ± 0.0009,0.04170670037926675,0.004442010873526722,0.0417 ± 0.0044,0.04562004782204208,0.0004803901580808284,0.0456 ± 0.0005,0.954379952177958,0.0004803901580808596,0.9544 ± 0.0005
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,user_sparse,Fixed-items head-user drop,NeuMF,9200,5000,73316,0.00159383,7.969130434782609,14.6632,0.0249936788874842,7.895067001767752e-05,0.0250 ± 0.0001,0.24993678887484197,0.0007895067001767857,0.2499 ± 0.0008,0.13997902721337552,0.0014430422414810468,0.1400 ± 0.0014,0.10647969217185399,0.0017849722605234742,0.1065 ± 0.0018,0.4611111111111111,0.03596695161191216,0.4611 ± 0.0360,0.9325447021968453,0.007829126753393582,0.9325 ± 0.0078,0.014369995785924988,0.0022169118787379706,0.0144 ± 0.0022,0.03705247375054665,0.0009377047862190825,0.0371 ± 0.0009,0.9629475262494532,0.0009377047862189959,0.9629 ± 0.0009
Last.fm,lastfm_loo_all_20260429_114047,Fixed-items user filtering,user_sparse,Fixed-items head-user drop,MultiVAE,9200,5000,73316,0.00159383,7.969130434782609,14.6632,0.017842393594605988,0.0003658244317608215,0.0178 ± 0.0004,0.17842393594605985,0.003658244317608212,0.1784 ± 0.0037,0.09314181772226691,0.0021225149281706344,0.0931 ± 0.0021,0.06731391179874113,0.0018363354512521593,0.0673 ± 0.0018,0.05615796519410977,0.00404274936292945,0.0562 ± 0.0040,0.9885226366908227,6.911902605072514e-05,0.9885 ± 0.0001,0.0070332911925832286,0.001402109580741305,0.0070 ± 0.0014,0.04431358395713323,0.00023860351078494805,0.0443 ± 0.0002,0.9556864160428667,0.0002386035107849483,0.9557 ± 0.0002
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore5_plain,KC5,BPR,12875,637236,14640001,0.00178441,1137.0874563106795,22.97422148152333,0.04316116504854369,0.00048061292440869537,0.0432 ± 0.0005,0.43161165048543687,0.004806129244086993,0.4316 ± 0.0048,0.25573443825653114,0.0032039524426216927,0.2557 ± 0.0032,0.20181261622232496,0.0029147376262839537,0.2018 ± 0.0029,0.11812944236253653,0.00041104682391501746,0.1181 ± 0.0004,0.9207597231858945,0.000451073092421092,0.9208 ± 0.0005,0.060572168284789646,0.0005837828905657522,0.0606 ± 0.0006,0.04631030070699607,0.0001489029140453754,0.0463 ± 0.0001,0.9536896992930038,0.00014890291404544143,0.9537 ± 0.0001
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore5_plain,KC5,ItemKNN,12875,637236,14640001,0.00178441,1137.0874563106795,22.97422148152333,0.07546666666666667,0.00010136839844893756,0.0755 ± 0.0001,0.7546666666666667,0.0010136839844894564,0.7547 ± 0.0010,0.6352990699257196,0.0014505989291780578,0.6353 ± 0.0015,0.5968082190373453,0.0016382544221135104,0.5968 ± 0.0016,0.11420834144126613,0.00014384661631198362,0.1142 ± 0.0001,0.929473840207543,0.00014776506489511975,0.9295 ± 0.0001,0.3871456310679611,0.0009632007470618052,0.3871 ± 0.0010,0.016663388835387944,5.9525863776202295e-05,0.0167 ± 0.0001,0.9833366111646121,5.952586377616073e-05,0.9833 ± 0.0001
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore5_plain,KC5,LightGCN,12875,637236,14640001,0.00178441,1137.0874563106795,22.97422148152333,0.043798058252427184,0.00018494572271519436,0.0438 ± 0.0002,0.4379805825242718,0.0018494572271519647,0.4380 ± 0.0018,0.2650896327849881,0.0005661229844873397,0.2651 ± 0.0006,0.2119371346381055,0.00042398252367200387,0.2119 ± 0.0004,0.12079825998531156,0.0001489739347595669,0.1208 ± 0.0001,0.9179216269587984,0.0001312988932201963,0.9179 ± 0.0001,0.10635339805825243,0.0013806248542661953,0.1064 ± 0.0014,0.04081688599882849,0.0001694062877732098,0.0408 ± 0.0002,0.9591831140011715,0.00016940628777321822,0.9592 ± 0.0002
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore5_plain,KC5,NeuMF,12875,637236,14640001,0.00178441,1137.0874563106795,22.97422148152333,0.047826537216828474,0.00043525186112439184,0.0478 ± 0.0004,0.4782653721682848,0.004352518611243922,0.4783 ± 0.0044,0.2827118808469686,0.0033218622174581705,0.2827 ± 0.0033,0.2227638465094776,0.0033304218661483983,0.2228 ± 0.0033,0.13110631958437166,0.002134182725942314,0.1311 ± 0.0021,0.9052170969153662,0.002813750411795651,0.9052 ± 0.0028,0.06416051779935275,0.0018107307141161397,0.0642 ± 0.0018,0.043485638978585185,0.0006923354309877247,0.0435 ± 0.0007,0.9565143610214148,0.0006923354309878924,0.9565 ± 0.0007
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore5_plain,KC5,MultiVAE,12875,637236,14640001,0.00178441,1137.0874563106795,22.97422148152333,0.02627831715210356,0.0019358564355023338,0.0263 ± 0.0019,0.2627831715210356,0.019358564355023318,0.2628 ± 0.0194,0.15468620057870444,0.012725684916339906,0.1547 ± 0.0127,0.12162370164894437,0.010634696605806897,0.1216 ± 0.0106,0.04932395533209047,0.006329753733728134,0.0493 ± 0.0063,0.9735498166721032,0.003780611836781862,0.9735 ± 0.0038,0.009061488673139158,0.0007650518292111536,0.0091 ± 0.0008,0.06727230645528896,0.0004741541889859718,0.0673 ± 0.0005,0.9327276935447112,0.00047415418898604097,0.9327 ± 0.0005
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore10_plain,KC10,BPR,12413,336941,12687111,0.00303342,1022.0825747200515,37.65380585918603,0.0399554230779559,0.0002542878294510595,0.0400 ± 0.0003,0.39955423077955904,0.002542878294510608,0.3996 ± 0.0025,0.23205063928867417,0.00044822510912294447,0.2321 ± 0.0004,0.18082207721295773,0.0005730489291342633,0.1808 ± 0.0006,0.19142025854180209,0.0006100729462018949,0.1914 ± 0.0006,0.8805139311613721,0.0006377724860860009,0.8805 ± 0.0006,0.07343645103251967,0.0009758270151015422,0.0734 ± 0.0010,0.059698701275246124,0.00025818267473547553,0.0597 ± 0.0003,0.9403012987247538,0.00025818267473540614,0.9403 ± 0.0003
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore10_plain,KC10,ItemKNN,12413,336941,12687111,0.00303342,1022.0825747200515,37.65380585918603,0.07516313542254088,0.0001161862974450698,0.0752 ± 0.0001,0.7516313542254088,0.001161862974450598,0.7516 ± 0.0012,0.6049004541628226,0.0008995119483010547,0.6049 ± 0.0009,0.5580588834798131,0.0012784614597635845,0.5581 ± 0.0013,0.21569948447947862,0.00026563757407398143,0.2157 ± 0.0003,0.8619813381436034,0.00028193943434882263,0.8620 ± 0.0003,0.32450119498375357,0.0008389279695243404,0.3245 ± 0.0008,0.026715626364094063,0.00012205431743535691,0.0267 ± 0.0001,0.9732843736359059,0.00012205431743533498,0.9733 ± 0.0001
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore10_plain,KC10,LightGCN,12413,336941,12687111,0.00303342,1022.0825747200515,37.65380585918603,0.0416686806842289,0.00016789386430720888,0.0417 ± 0.0002,0.41668680684228904,0.0016789386430720848,0.4167 ± 0.0017,0.24561145024157816,0.0008615748609321352,0.2456 ± 0.0009,0.19322383258377782,0.0011892537076640026,0.1932 ± 0.0012,0.19258267767947504,0.0009520231213036629,0.1926 ± 0.0010,0.8793325753814902,0.0010053215601407955,0.8793 ± 0.0010,0.07894411772603992,0.0009074916706196515,0.0789 ± 0.0009,0.05775253931085666,0.00027350530140204206,0.0578 ± 0.0003,0.9422474606891433,0.00027350530140203387,0.9422 ± 0.0003
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore10_plain,KC10,NeuMF,12413,336941,12687111,0.00303342,1022.0825747200515,37.65380585918603,0.0441177260399044,0.00027817755608003294,0.0441 ± 0.0003,0.441177260399044,0.0027817755608002385,0.4412 ± 0.0028,0.25736022632512306,0.0013781860783498015,0.2574 ± 0.0014,0.20112713587095285,0.0010065116808558063,0.2011 ± 0.0010,0.21730114965725947,0.0007378168607275776,0.2173 ± 0.0007,0.85127444569949,0.0009354685492212994,0.8513 ± 0.0009,0.08832943956604634,0.002449116021938856,0.0883 ± 0.0024,0.05528492618106695,8.398388333626279e-05,0.0553 ± 0.0001,0.944715073818933,8.398388333629106e-05,0.9447 ± 0.0001
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore10_plain,KC10,MultiVAE,12413,336941,12687111,0.00303342,1022.0825747200515,37.65380585918603,0.023056473052445018,0.0002255699669701142,0.0231 ± 0.0002,0.23056473052445017,0.002255699669701128,0.2306 ± 0.0023,0.13285574568086908,0.0011827755878248648,0.1329 ± 0.0012,0.10306779630673935,0.0009302067547583431,0.1031 ± 0.0009,0.07016262985705707,0.0008681252206579072,0.0702 ± 0.0009,0.9647265738590868,0.00041994884507587035,0.9647 ± 0.0004,0.004430838636912914,0.00027567773515296313,0.0044 ± 0.0003,0.08806151751586526,0.000290146779607332,0.0881 ± 0.0003,0.9119384824841347,0.0002901467796072701,0.9119 ± 0.0003
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore50_plain,KC50,BPR,10378,58229,7000365,0.01158424,674.5389285026016,120.22128149204005,0.03125200745166057,0.0002368779349584672,0.0313 ± 0.0002,0.31252007451660563,0.0023687793495846534,0.3125 ± 0.0024,0.17450698023271613,0.0010926151656645354,0.1745 ± 0.0011,0.13265591080439798,0.0009612247203610908,0.1327 ± 0.0010,0.5669511755310928,0.0029785630870441606,0.5670 ± 0.0030,0.706488674532156,0.002009262266957055,0.7065 ± 0.0020,0.11602749405794309,0.0011646265021722907,0.1160 ± 0.0012,0.11063926973884057,0.0003857195204007912,0.1106 ± 0.0004,0.8893607302611595,0.0003857195204007789,0.8894 ± 0.0004
