Dataset,Run_ID,Family,Variant_ID,Variant_Label,Model,Users,Items,Interactions,Density,Avg_User_Degree,Avg_Item_Degree,Precision@10_mean,Precision@10_sd,Precision@10_mean±sd,Recall@10_mean,Recall@10_sd,Recall@10_mean±sd,NDCG@10_mean,NDCG@10_sd,NDCG@10_mean±sd,MRR@10_mean,MRR@10_sd,MRR@10_mean±sd,Coverage@10_mean,Coverage@10_sd,Coverage@10_mean±sd,RecGini_mean,RecGini_sd,RecGini_mean±sd,LTShare@10_mean,LTShare@10_sd,LTShare@10_mean±sd,ILS_mean,ILS_sd,ILS_mean±sd,Diversity_mean,Diversity_sd,Diversity_mean±sd
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore50_plain,KC50,ItemKNN,10378,58229,7000365,0.01158424,674.5389285026016,120.22128149204005,0.06546219567032825,7.847878025869239e-05,0.0655 ± 0.0001,0.6546219567032826,0.0007847878025868615,0.6546 ± 0.0008,0.4681185683612059,0.0010757002751222542,0.4681 ± 0.0011,0.409905352796565,0.0015381933517268085,0.4099 ± 0.0015,0.7172313910021925,0.0021639611000395446,0.7172 ± 0.0022,0.5602640801997525,0.00072259736969375,0.5603 ± 0.0007,0.2575480182437207,0.0017974345066935334,0.2575 ± 0.0018,0.0721487455657862,0.00026021648348109963,0.0721 ± 0.0003,0.9278512544342138,0.0002602164834811894,0.9279 ± 0.0003
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore50_plain,KC50,LightGCN,10378,58229,7000365,0.01158424,674.5389285026016,120.22128149204005,0.03187190852444274,0.00017906288770818565,0.0319 ± 0.0002,0.3187190852444273,0.0017906288770818126,0.3187 ± 0.0018,0.18033122444067806,0.001126444075964521,0.1803 ± 0.0011,0.13825144969874206,0.0009021580075891754,0.1383 ± 0.0009,0.5382999307332543,0.003239863371971171,0.5383 ± 0.0032,0.7317147887517766,0.0017724115883868236,0.7317 ± 0.0018,0.0964026466242693,0.0009349343564682827,0.0964 ± 0.0009,0.11655677399497065,0.00013412537973606838,0.1166 ± 0.0001,0.8834432260050294,0.00013412537973599086,0.8834 ± 0.0001
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore50_plain,KC50,NeuMF,10378,58229,7000365,0.01158424,674.5389285026016,120.22128149204005,0.03299608145435858,0.00019279564075877018,0.0330 ± 0.0002,0.3299608145435858,0.0019279564075877205,0.3300 ± 0.0019,0.18120162777555135,0.0005754773518928734,0.1812 ± 0.0006,0.13600798545151985,0.0007262439075142722,0.1360 ± 0.0007,0.6424691018793615,0.00956200030591194,0.6425 ± 0.0096,0.6295945058762084,0.010504622253177375,0.6296 ± 0.0105,0.1481370848589966,0.00919681598878264,0.1481 ± 0.0092,0.10124080243086818,0.0006408503784674998,0.1012 ± 0.0006,0.8987591975691318,0.0006408503784673899,0.8988 ± 0.0006
Last.fm,lastfm_loo_all_20260429_114047,k-core filtering,kcore50_plain,KC50,MultiVAE,10378,58229,7000365,0.01158424,674.5389285026016,120.22128149204005,0.016692362047921887,0.0004007058565876706,0.0167 ± 0.0004,0.16692362047921885,0.0040070585658767074,0.1669 ± 0.0040,0.09097126303820846,0.001796407482363368,0.0910 ± 0.0018,0.06800575800864873,0.0012941611894542386,0.0680 ± 0.0013,0.1792405845884353,0.008588177599479002,0.1792 ± 0.0086,0.9224835959466696,0.004135398980790995,0.9225 ± 0.0041,0.005909937688700456,0.0005937019874550624,0.0059 ± 0.0006,0.16097197150389256,0.000687955995361429,0.1610 ± 0.0007,0.8390280284961075,0.0006879559953614345,0.8390 ± 0.0007
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop20,RD20,BPR,8200,5000,89383,0.00218007,10.900365853658537,17.8766,0.02304878048780488,0.000730792110564812,0.0230 ± 0.0007,0.23048780487804876,0.007307921105648096,0.2305 ± 0.0073,0.13320020895248738,0.004297042942763634,0.1332 ± 0.0043,0.10353719834817394,0.0033871511869500055,0.1035 ± 0.0034,0.31126666666666664,0.024535144860655153,0.3113 ± 0.0245,0.9634601073170145,0.003983841473164425,0.9635 ± 0.0040,0.028853658536585364,0.0018220997751824141,0.0289 ± 0.0018,0.048604822007569215,0.0009912042809699017,0.0486 ± 0.0010,0.9513951779924308,0.0009912042809699295,0.9514 ± 0.0010
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop20,RD20,ItemKNN,8200,5000,89383,0.00218007,10.900365853658537,17.8766,0.024296747967479677,0.0001470174091058941,0.0243 ± 0.0001,0.24296747967479673,0.0014701740910589582,0.2430 ± 0.0015,0.15584456031806848,0.0005939060208652051,0.1558 ± 0.0006,0.12894536391792488,0.0008814180039330488,0.1289 ± 0.0009,0.9954666666666666,0.0003055050463304344,0.9955 ± 0.0003,0.5094489121950861,0.0038669442232123607,0.5094 ± 0.0039,0.4957154471544716,0.0018535916761583194,0.4957 ± 0.0019,0.0219007118618529,7.184085718824084e-05,0.0219 ± 0.0001,0.9780992881381471,7.184085718825445e-05,0.9781 ± 0.0001
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop20,RD20,LightGCN,8200,5000,89383,0.00218007,10.900365853658537,17.8766,0.02416666666666667,0.0005248627102059567,0.0242 ± 0.0005,0.24166666666666667,0.005248627102059587,0.2417 ± 0.0052,0.1392288562459859,0.004257894393432392,0.1392 ± 0.0043,0.10806173377209961,0.0039822700389465565,0.1081 ± 0.0040,0.19999999999999998,0.011130139262381216,0.2000 ± 0.0111,0.9610392260162016,0.002347592023981201,0.9610 ± 0.0023,0.02570731707317073,0.0024247141168564686,0.0257 ± 0.0024,0.05023531776973997,0.00017846990205552286,0.0502 ± 0.0002,0.9497646822302599,0.00017846990205546895,0.9498 ± 0.0002
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop20,RD20,NeuMF,8200,5000,89383,0.00218007,10.900365853658537,17.8766,0.02492276422764228,0.00035372861654970955,0.0249 ± 0.0004,0.24922764227642277,0.0035372861654970876,0.2492 ± 0.0035,0.1423964119013609,0.0012063423570939271,0.1424 ± 0.0012,0.10988219447670666,0.0005478322693819673,0.1099 ± 0.0005,0.5328666666666667,0.03784300904174156,0.5329 ± 0.0378,0.909527933333278,0.006712571707820941,0.9095 ± 0.0067,0.020016260162601624,0.004560752787913944,0.0200 ± 0.0046,0.04108535184327571,0.0007984702601736804,0.0411 ± 0.0008,0.9589146481567243,0.0007984702601736526,0.9589 ± 0.0008
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop20,RD20,MultiVAE,8200,5000,89383,0.00218007,10.900365853658537,17.8766,0.018516260162601626,0.0017635484436857001,0.0185 ± 0.0018,0.18516260162601625,0.017635484436857005,0.1852 ± 0.0176,0.10633582187803896,0.011238354335882716,0.1063 ± 0.0112,0.08229665118079753,0.00927169819398015,0.0823 ± 0.0093,0.06413333333333333,0.01616580753730952,0.0641 ± 0.0162,0.9861824975609155,0.0037928926197005565,0.9862 ± 0.0038,0.002678861788617886,0.0003344962858076536,0.0027 ± 0.0003,0.0511082577671017,0.002056016857106636,0.0511 ± 0.0021,0.9488917422328983,0.002056016857106553,0.9489 ± 0.0021
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop40,RD40,BPR,8200,5000,67037,0.00163505,8.175243902439025,13.4074,0.020783978507754302,0.0004518256197337902,0.0208 ± 0.0005,0.20783978507754305,0.004518256197337887,0.2078 ± 0.0045,0.11826034189411101,0.0015707556350280105,0.1183 ± 0.0016,0.09099188419618265,0.0006834672391756868,0.0910 ± 0.0007,0.3850517183850517,0.011708431619475662,0.3851 ± 0.0117,0.9533072226375672,0.004858520237858628,0.9533 ± 0.0049,0.03311352627508446,0.006917278559177952,0.0331 ± 0.0069,0.03323946630594838,0.0006179209576703513,0.0332 ± 0.0006,0.9667605336940516,0.0006179209576703755,0.9668 ± 0.0006
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop40,RD40,ItemKNN,8200,5000,67037,0.00163505,8.175243902439025,13.4074,0.014381080310986283,0.00013395597893030937,0.0144 ± 0.0001,0.14381080310986283,0.0013395597893030675,0.1438 ± 0.0013,0.08482740815570104,0.0006904028236438932,0.0848 ± 0.0007,0.06675190489758813,0.0005777875954121687,0.0668 ± 0.0006,0.9949282615949282,0.0005038261218065001,0.9949 ± 0.0005,0.4719426651790868,0.00047644495871266743,0.4719 ± 0.0005,0.6871738511010704,0.0009143418261215498,0.6872 ± 0.0009,0.014889683945210015,8.67681812421635e-05,0.0149 ± 0.0001,0.9851103160547899,8.676818124213818e-05,0.9851 ± 0.0001
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop40,RD40,LightGCN,8200,5000,67037,0.00163505,8.175243902439025,13.4074,0.02346236821752758,0.0003752595805428707,0.0235 ± 0.0004,0.23462368217527577,0.003752595805428691,0.2346 ± 0.0038,0.1330173153159222,0.0019214302217414074,0.1330 ± 0.0019,0.10202890249599249,0.001484804608217865,0.1020 ± 0.0015,0.21041041041041042,0.004854596858050898,0.2104 ± 0.0049,0.9579627268412453,0.0013942514457596098,0.9580 ± 0.0014,0.03333740383441201,0.006352623045147395,0.0333 ± 0.0064,0.035294263957940414,0.000173328358993115,0.0353 ± 0.0002,0.9647057360420597,0.0001733283589931307,0.9647 ± 0.0002
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop40,RD40,NeuMF,8200,5000,67037,0.00163505,8.175243902439025,13.4074,0.021992917328123095,0.0002719630901370125,0.0220 ± 0.0003,0.21992917328123093,0.002719630901370126,0.2199 ± 0.0027,0.12440818767264662,0.0015696728509835424,0.1244 ± 0.0016,0.09527151534417377,0.0013704940224839991,0.0953 ± 0.0014,0.4456456456456457,0.014515549995855238,0.4456 ± 0.0145,0.933332197341584,0.006973232252380772,0.9333 ± 0.0070,0.010599584808889976,0.001218766754223349,0.0106 ± 0.0012,0.0303148285532838,0.00044028826491528486,0.0303 ± 0.0004,0.9696851714467162,0.0004402882649153149,0.9697 ± 0.0004
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop40,RD40,MultiVAE,8200,5000,67037,0.00163505,8.175243902439025,13.4074,0.017930557251597673,0.0011677373015015716,0.0179 ± 0.0012,0.1793055725159767,0.01167737301501573,0.1793 ± 0.0117,0.10166689795031375,0.00770739070507929,0.1017 ± 0.0077,0.07790927757651413,0.006401769799313621,0.0779 ± 0.0064,0.06706706706706707,0.014837792963914138,0.0671 ± 0.0148,0.9865517864507778,0.0028462325990089164,0.9866 ± 0.0028,0.003305246875890422,0.0005319134195927751,0.0033 ± 0.0005,0.03538432550339692,0.00043694553699454643,0.0354 ± 0.0004,0.9646156744966031,0.00043694553699458795,0.9646 ± 0.0004
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop60,RD60,BPR,8200,5000,44692,0.00109005,5.450243902439024,8.9384,0.012304084906824634,0.000534955369657985,0.0123 ± 0.0005,0.12304084906824632,0.00534955369657984,0.1230 ± 0.0053,0.067466351284679,0.00312040178480265,0.0675 ± 0.0031,0.050616794224100155,0.002623096846390522,0.0506 ± 0.0026,0.4078929675944601,0.007083268625018655,0.4079 ± 0.0071,0.9266794349096079,0.0008056491215571453,0.9267 ± 0.0008,0.013850837138508371,0.0010660841422354096,0.0139 ± 0.0011,0.012456196146879714,0.00028624329799283857,0.0125 ± 0.0003,0.9875438038531202,0.00028624329799288204,0.9875 ± 0.0003
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop60,RD60,ItemKNN,8200,5000,44692,0.00109005,5.450243902439024,8.9384,0.005244970998395656,0.00010687713239348874,0.0052 ± 0.0001,0.05244970998395656,0.001068771323934886,0.0524 ± 0.0011,0.02900683693698725,9.511680966808859e-05,0.0290 ± 0.0001,0.02182998393044055,0.00035330234174438377,0.0218 ± 0.0004,0.9860830980233967,0.0012101653892698794,0.9861 ± 0.0012,0.4771249834327293,0.0019985057186553755,0.4771 ± 0.0020,0.7425932782097165,8.21711479511418e-05,0.7426 ± 0.0001,0.01547258081810403,0.00020365487190413057,0.0155 ± 0.0002,0.9845274191818959,0.00020365487190409577,0.9845 ± 0.0002
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop60,RD60,LightGCN,8200,5000,44692,0.00109005,5.450243902439024,8.9384,0.02026821341889835,0.0001856643069874824,0.0203 ± 0.0002,0.2026821341889835,0.0018566430698748148,0.2027 ± 0.0019,0.11844892781560014,0.0010171819028338424,0.1184 ± 0.0010,0.09274522402376284,0.0009247702047660985,0.0927 ± 0.0009,0.32210568777732956,0.01951645745850549,0.3221 ± 0.0195,0.9480100556218827,0.002575796436245581,0.9480 ± 0.0026,0.03611008268542515,0.011381131667503297,0.0361 ± 0.0114,0.01898592092855043,0.00024518744617164277,0.0190 ± 0.0002,0.9810140790714496,0.00024518744617167806,0.9810 ± 0.0002
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop60,RD60,NeuMF,8200,5000,44692,0.00109005,5.450243902439024,8.9384,0.01743798593113662,0.00037776694718040244,0.0174 ± 0.0004,0.17437985931136615,0.003777669471804021,0.1744 ± 0.0038,0.10023506282199461,0.00165379384435614,0.1002 ± 0.0017,0.0776445231924684,0.0014771164331991594,0.0776 ± 0.0015,0.34435928465779214,0.06529734582856232,0.3444 ± 0.0653,0.9643649977096923,0.0035388563669064834,0.9644 ± 0.0035,0.012740137397671644,0.0018899364028758,0.0127 ± 0.0019,0.016831589281714958,0.00042386927962014405,0.0168 ± 0.0004,0.9831684107182851,0.00042386927962012133,0.9832 ± 0.0004
Last.fm,lastfm_loo_all_20260429_114047,Random-drop fixed support,randdrop60,RD60,MultiVAE,8200,5000,44692,0.00109005,5.450243902439024,8.9384,0.016956682710107366,6.170554115759574e-05,0.0170 ± 0.0001,0.16956682710107365,0.0006170554115759556,0.1696 ± 0.0006,0.09606465268820442,0.000186646858685486,0.0961 ± 0.0002,0.07364002946194727,0.0004421333475794064,0.0736 ± 0.0004,0.05432297969611402,0.0030209280541429275,0.0543 ± 0.0030,0.9886693840999822,4.988787137277565e-05,0.9887 ± 0.0000,0.009222921551688674,0.0006512005736195859,0.0092 ± 0.0007,0.019715487424276153,4.419719412710105e-05,0.0197 ± 0.0000,0.9802845125757239,4.419719412710756e-05,0.9803 ± 0.0000
