dataset,variant,model,number users,number items,number interactions,avg. user degree,avg. item degree,rmse_mean,sparsity_mean,Precision@10_mean,Recall@10_mean,NDCG@10_mean,MRR@10_mean,rmse_sd,sparsity_sd,Precision@10_sd,Recall@10_sd,NDCG@10_sd,MRR@10_sd
lastfm,kcore10_sizematch_kcore50_seed44,BPR,10378,58229,1823066,175.6664097129,31.3085575916,,0.9969831800355001,0.03394665109034268,0.3394665109034268,0.19536309437517066,0.15139546916464752,,0.0,0.0006496378746379632,0.0064963787463796245,0.0032833950764107286,0.0026337657374948
lastfm,kcore10_sizematch_kcore50_seed44,ItemKNN,10378,58229,1823066,175.6664097129,31.3085575916,,0.9969831800355001,0.061627076843198327,0.6162707684319834,0.4542053384545886,0.4030009791862401,,0.0,0.00013779123666642835,0.0013779123666641609,0.0008030484550501494,0.0006598158659966632
lastfm,kcore10_sizematch_kcore50_seed44,LightGCN,10378,58229,1823066,175.6664097129,31.3085575916,,0.9969831800355001,0.035342030114226375,0.3534203011422638,0.20585483525510095,0.16072761367007862,,0.0,0.00033247296246348407,0.0033247296246347417,0.00017608673075510722,0.0008720098533409928
lastfm,kcore10_sizematch_kcore50_seed44,MultiVAE,10378,58229,1823066,175.6664097129,31.3085575916,,0.9969831800355001,0.02075545171339564,0.20755451713395637,0.11606088126167553,0.08825516068750101,,0.0,0.0006430394179856577,0.006430394179856599,0.004189312695846607,0.0034662798562361493
lastfm,kcore10_sizematch_kcore50_seed44,NeuMF,10378,58229,1823066,175.6664097129,31.3085575916,,0.9969831800355001,0.03576713395638629,0.35767133956386293,0.1993539264989039,0.15105490448169576,,0.0,0.00026500501535856936,0.002650050153585725,0.0007707794923268593,0.0010196550888729161
lastfm,kcore50_plain,BPR,10378,58229,7000365,674.5389285026,120.221281492,,0.9884157562640162,0.03125200745166057,0.31252007451660563,0.17450698023271613,0.13265591080439798,,0.0,0.0002368779349584672,0.0023687793495846534,0.0010926151656645354,0.0009612247203610908
lastfm,kcore50_plain,ItemKNN,10378,58229,7000365,674.5389285026,120.221281492,,0.9884157562640162,0.06546219567032825,0.6546219567032826,0.4681185683612059,0.409905352796565,,0.0,7.847878025869239e-05,0.0007847878025868615,0.0010757002751222542,0.0015381933517268085
lastfm,kcore50_plain,LightGCN,10378,58229,7000365,674.5389285026,120.221281492,,0.9884157562640162,0.03187190852444274,0.3187190852444273,0.18033122444067806,0.13825144969874206,,0.0,0.00017906288770818565,0.0017906288770818126,0.001126444075964521,0.0009021580075891754
lastfm,kcore50_plain,MultiVAE,10378,58229,7000365,674.5389285026,120.221281492,,0.9884157562640162,0.016486798997880133,0.1648679899788013,0.08960919085936665,0.06687364449216444,,0.0,0.0004348924300018011,0.004348924300018026,0.0027128783392212624,0.0022105762153449967
lastfm,kcore50_plain,NeuMF,10378,58229,7000365,674.5389285026,120.221281492,,0.9884157562640162,0.03318879681377273,0.33188796813772725,0.18243440229438482,0.13705632131870327,,0.0,0.0003532968923091709,0.0035329689230916886,0.0006185567255278165,0.0006700845300584234
lastfm,kcore5_sizematch_kcore50_seed42,BPR,10378,58229,1117917,107.7198882251,19.1986295489,,0.9981500646031171,0.03416159398596281,0.3416159398596281,0.19888353872364228,0.15529214047326012,,0.0,0.00012985544553732937,0.0012985544553732475,0.0006418946604563606,0.00062523941666279
lastfm,kcore5_sizematch_kcore50_seed42,ItemKNN,10378,58229,1117917,107.7198882251,19.1986295489,,0.9981500646031171,0.05549013737817251,0.5549013737817251,0.41333596975056675,0.3684765035752961,,0.0,0.00012477130914087441,0.001247713091408821,0.001108071151374285,0.0018893845127836853
lastfm,kcore5_sizematch_kcore50_seed42,LightGCN,10378,58229,1117917,107.7198882251,19.1986295489,,0.9981500646031171,0.0363203938396035,0.363203938396035,0.21354474248894886,0.16772959325099832,,0.0,0.000314986012072246,0.003149860120722491,0.001988952194998983,0.0017776490643131649
lastfm,kcore5_sizematch_kcore50_seed42,MultiVAE,10378,58229,1117917,107.7198882251,19.1986295489,,0.9981500646031171,0.022828726341349834,0.22828726341349834,0.13066789644453133,0.10088787092080176,,0.0,0.0003119681758359017,0.003119681758359004,0.0013935288256486974,0.0008662181166659096
lastfm,kcore5_sizematch_kcore50_seed42,NeuMF,10378,58229,1117917,107.7198882251,19.1986295489,,0.9981500646031171,0.0356917140671257,0.356917140671257,0.1982980198670221,0.1499612190062245,,0.0,0.0009105752348427998,0.009105752348428,0.006575604414683466,0.005837565617608073
lastfm,kcore5_sizematch_kcore50_seed43,BPR,10378,58229,1089784,105.0090576219,18.715485411,,0.9981966192511997,0.03349315752672061,0.3349315752672061,0.19508852878992852,0.15229870158698447,,0.0,0.0009137625912319861,0.009137625912319857,0.00491038156420123,0.003670200531438277
lastfm,kcore5_sizematch_kcore50_seed43,ItemKNN,10378,58229,1089784,105.0090576219,18.715485411,,0.9981966192511997,0.05550561049512203,0.5550561049512203,0.4140513966749559,0.369400379159644,,0.0,0.00023729598511766563,0.002372959851176595,0.001484978066578857,0.0013421362738624063
lastfm,kcore5_sizematch_kcore50_seed43,LightGCN,10378,58229,1089784,105.0090576219,18.715485411,,0.9981966192511997,0.03593047647587654,0.3593047647587653,0.2100528984490461,0.1643879959557714,,0.0,0.00012985715712715735,0.0012985715712715978,9.891505652206184e-05,0.000295060374596267
lastfm,kcore5_sizematch_kcore50_seed43,MultiVAE,10378,58229,1089784,105.0090576219,18.715485411,,0.9981966192511997,0.02218892551526654,0.22188925515266542,0.12648961484195367,0.09744930047846839,,0.0,0.0009946133789728825,0.009946133789728853,0.005994681099567613,0.004796613578501167
lastfm,kcore5_sizematch_kcore50_seed43,NeuMF,10378,58229,1089784,105.0090576219,18.715485411,,0.9981966192511997,0.03541770718875903,0.3541770718875903,0.1950690327382044,0.1466572088163338,,0.0,0.0004966792890211299,0.004966792890211335,0.0017920005967748814,0.0008932633856720722
lastfm,kcore5_sizematch_kcore50_seed44,BPR,10378,58229,1110235,106.9796685296,19.0667021587,,0.9981627768203202,0.03421017669722333,0.34210176697223327,0.1982046780616523,0.15437646694123378,,0.0,0.00019149110276869762,0.0019149110276869459,0.001550668954380545,0.001749711364112864
lastfm,kcore5_sizematch_kcore50_seed44,ItemKNN,10378,58229,1110235,106.9796685296,19.0667021587,,0.9981627768203202,0.05570612461804172,0.5570612461804171,0.41314686478893087,0.36754800443271946,,0.0,8.356413993230552e-05,0.000835641399323003,0.0007981386556130152,0.0009382472198957698
